id,pro_id,last_dip_qty,elapsed_hours,temperature,humidity,total_sales_qty,total_sales_count,total_purchase_qty,total_purchase_count,qty,variance,abs_variance,change_in_qty,true_label,predicted_label
509,14,0.19,24.4000,35.18,23.22,0.14,3,1.27,1,1.18,0.14,0.14,0.14,evaporation,
510,14,1.18,24.1000,39.93,37.03,0.53,8,0.00,0,0.52,0.13,0.13,0.13,evaporation,
511,14,0.52,23.5667,32.07,21.35,0.37,6,1.12,1,1.14,0.13,0.13,0.13,evaporation,
512,14,1.14,24.2000,37.18,22.00,0.46,6,0.00,0,0.68,-0.00,0.00,-0.00,normal,
513,14,0.68,23.8500,36.63,26.11,0.51,6,1.29,1,0.17,1.29,1.29,1.29,missing_purchase,
514,14,0.17,24.3500,32.43,28.57,0.08,7,0.44,1,0.41,0.12,0.12,0.12,evaporation,
515,14,0.41,23.8833,29.88,34.66,0.32,8,0.39,1,0.05,0.43,0.43,0.43,theft,
516,14,0.05,24.3167,32.28,31.03,0.38,3,0.95,1,0.61,0.01,0.01,0.01,normal,
517,14,0.61,23.7000,31.69,37.73,0.05,1,0.43,1,0.56,0.43,0.43,0.43,missing_purchase,
518,14,0.56,24.4000,41.55,25.62,0.11,10,0.00,0,0.46,-0.01,0.01,-0.01,normal,
519,14,0.46,23.5333,41.86,35.87,0.36,8,0.34,1,0.02,0.42,0.42,0.42,theft,
520,14,0.02,23.6500,40.56,29.47,0.10,5,0.26,1,0.03,0.15,0.15,0.15,evaporation,
521,14,0.03,24.0333,41.57,32.94,0.36,10,1.15,1,0.00,0.82,0.82,0.82,missing_purchase,
522,14,0.00,24.2167,39.16,35.28,0.04,10,0.25,1,0.21,0.00,0.00,0.00,normal,
523,14,0.21,23.6500,43.15,34.67,0.04,8,0.00,0,0.03,0.14,0.14,0.14,evaporation,
524,14,0.03,23.7667,40.59,25.86,0.28,6,0.65,1,0.00,0.40,0.40,0.40,missing_purchase,
525,14,0.00,23.9000,41.29,34.09,0.04,6,0.80,1,0.32,0.44,0.44,0.44,theft,
526,14,0.32,24.0500,42.43,30.47,0.50,10,1.56,1,0.00,1.38,1.38,1.38,missing_purchase,
527,14,0.00,23.6833,40.64,32.57,0.22,2,0.80,1,0.09,0.49,0.49,0.49,theft,
528,14,0.09,23.9000,44.81,29.46,0.09,6,0.16,1,0.16,0.00,0.00,0.00,normal,
529,14,0.16,24.0000,44.21,25.13,0.40,4,1.80,1,0.00,1.56,1.56,1.56,missing_purchase,
530,14,0.00,23.5667,41.60,30.62,0.09,2,0.32,1,0.23,0.00,0.00,0.00,normal,
531,14,0.23,23.9333,43.68,39.41,0.30,4,1.12,1,0.00,1.05,1.05,1.05,missing_purchase,
532,14,0.00,24.1167,39.13,41.67,0.03,10,0.34,1,0.00,0.31,0.31,0.31,missing_purchase,
533,14,0.00,24.1167,39.13,37.59,0.04,5,0.90,1,0.73,0.13,0.13,0.13,evaporation,
534,14,0.73,24.0500,44.71,36.99,0.19,1,0.00,0,0.03,0.51,0.51,0.51,theft,
535,14,0.03,24.2667,42.63,30.67,0.05,8,0.77,1,0.14,0.61,0.61,0.61,theft,
536,14,0.14,24.0000,44.07,28.41,0.08,10,0.13,1,0.03,0.16,0.16,0.16,evaporation,
537,14,0.03,23.6833,42.36,35.22,0.45,10,1.06,1,0.50,0.14,0.14,0.14,evaporation,
538,14,0.50,23.7333,40.65,27.64,0.55,7,0.83,1,0.63,0.15,0.15,0.15,evaporation,
539,14,0.63,24.1333,38.67,34.52,0.03,9,0.00,0,0.60,0.00,0.00,0.00,normal,
540,14,0.60,23.6167,38.65,38.19,0.15,1,0.00,0,0.44,0.01,0.01,0.01,normal,
541,14,0.44,24.3167,42.75,33.63,0.58,9,1.02,1,0.00,0.88,0.88,0.88,missing_purchase,
542,14,0.00,23.9500,39.61,41.05,0.29,7,0.80,1,0.07,0.44,0.44,0.44,theft,
543,14,0.07,24.3500,43.19,40.23,0.09,3,1.48,1,0.00,1.46,1.46,1.46,missing_purchase,
544,14,0.00,23.7667,41.34,29.65,0.05,9,0.28,1,0.08,0.15,0.15,0.15,evaporation,
545,14,0.08,23.7000,38.04,39.87,0.02,9,0.72,1,0.34,0.44,0.44,0.44,theft,
546,14,0.34,23.5000,40.63,29.11,0.38,2,1.67,1,0.00,1.63,1.63,1.63,missing_purchase,
547,14,0.00,23.6500,40.98,36.71,0.22,10,0.85,1,0.49,0.14,0.14,0.14,evaporation,
548,14,0.49,24.2167,33.18,70.50,0.21,9,0.31,1,0.10,0.49,0.49,0.49,theft,
549,14,0.10,23.8833,34.47,78.06,0.36,10,0.70,1,0.03,0.41,0.41,0.41,theft,
550,14,0.03,24.2500,33.19,68.73,0.03,4,0.24,1,0.17,0.07,0.07,0.07,evaporation,
551,14,0.17,24.2333,37.59,67.71,0.10,9,0.10,1,0.09,0.08,0.08,0.08,evaporation,
552,14,0.09,24.2167,35.65,69.34,0.02,2,1.94,1,0.07,1.94,1.94,1.94,missing_purchase,
553,14,0.07,24.3667,31.16,90.00,0.03,4,0.20,1,0.20,0.04,0.04,0.04,evaporation,
554,14,0.20,24.1333,30.30,75.38,0.06,9,0.00,0,0.09,0.05,0.05,0.05,evaporation,
555,14,0.09,24.1333,30.46,85.89,0.16,1,0.60,1,0.00,0.53,0.53,0.53,missing_purchase,
556,14,0.00,23.7000,36.80,90.13,0.20,4,0.80,1,0.19,0.41,0.41,0.41,theft,
557,14,0.19,24.1333,34.08,83.86,0.07,6,0.00,0,0.07,0.05,0.05,0.05,evaporation,
558,14,0.07,23.5000,37.81,67.34,0.11,7,0.73,1,0.19,0.50,0.50,0.50,theft,
559,14,0.19,23.9167,33.24,70.41,0.17,2,0.33,1,0.02,0.33,0.33,0.33,missing_purchase,
560,14,0.02,24.0833,32.28,87.40,0.06,5,0.26,1,0.18,0.04,0.04,0.04,evaporation,
561,14,0.18,23.7000,33.64,75.91,0.02,3,0.62,1,0.23,0.55,0.55,0.55,theft,
562,14,0.23,23.6000,34.47,78.59,0.08,9,0.88,1,0.15,0.88,0.88,0.88,missing_purchase,
563,14,0.15,23.7667,37.01,86.95,0.09,7,0.12,1,0.13,0.05,0.05,0.05,evaporation,
564,14,0.13,24.3167,31.95,74.17,0.09,10,0.14,1,0.12,0.06,0.06,0.06,evaporation,
565,14,0.12,24.0000,30.93,66.82,0.68,4,1.38,1,0.00,0.82,0.82,0.82,missing_purchase,
566,14,0.00,24.3500,32.53,90.80,0.20,1,0.80,1,0.07,0.53,0.53,0.53,theft,
567,14,0.07,23.7667,31.99,67.51,0.09,2,0.18,1,0.16,0.00,0.00,0.00,normal,
568,14,0.16,23.6833,33.81,74.55,0.25,4,1.82,1,0.00,1.73,1.73,1.73,missing_purchase,
569,14,0.00,24.0167,35.90,71.34,0.10,4,0.71,1,0.00,0.61,0.61,0.61,missing_purchase,
570,14,0.00,23.7000,36.68,87.58,0.32,2,0.91,1,0.00,0.59,0.59,0.59,missing_purchase,
571,14,0.00,24.4667,30.63,90.81,0.02,9,1.14,1,0.00,1.12,1.12,1.12,missing_purchase,
572,14,0.00,23.5333,36.78,75.02,0.54,10,1.36,1,0.76,0.06,0.06,0.06,evaporation,
573,14,0.76,24.0167,31.46,85.64,0.15,10,0.00,0,0.62,-0.01,0.01,-0.01,normal,
574,14,0.62,24.0500,36.39,77.91,0.43,7,1.22,1,0.19,1.22,1.22,1.22,missing_purchase,
575,14,0.19,24.4167,35.49,69.72,0.07,8,0.00,0,0.05,0.07,0.07,0.07,evaporation,
576,14,0.05,23.5000,30.09,70.69,0.05,10,0.20,1,0.19,0.01,0.01,0.01,normal,
577,14,0.19,23.6833,34.39,71.40,0.36,6,1.10,1,0.00,0.93,0.93,0.93,missing_purchase,
578,14,0.00,23.6833,33.99,70.68,0.26,6,0.80,1,0.09,0.45,0.45,0.45,theft,
579,14,0.09,23.9167,32.24,69.86,0.12,2,0.91,1,0.88,0.00,0.00,0.00,normal,
580,14,0.88,24.3500,31.89,76.67,0.16,3,0.00,0,0.07,0.65,0.65,0.65,theft,
581,14,0.07,24.2833,31.20,86.75,0.16,9,0.60,1,0.00,0.51,0.51,0.51,missing_purchase,
582,14,0.00,24.0667,35.76,86.20,0.21,10,0.81,1,0.00,0.60,0.60,0.60,missing_purchase,
583,14,0.00,23.5500,33.19,83.64,0.28,2,1.24,1,0.91,0.05,0.05,0.05,evaporation,
584,14,0.91,23.8500,32.08,74.73,0.34,6,0.00,0,0.51,0.06,0.06,0.06,evaporation,
585,14,0.51,23.6167,32.81,83.35,0.49,9,1.33,1,0.02,1.33,1.33,1.33,missing_purchase,
586,14,0.02,23.6833,37.83,72.68,0.29,8,0.81,1,0.47,0.07,0.07,0.07,evaporation,
587,14,0.47,23.9000,34.91,77.52,0.18,6,0.00,0,0.23,0.06,0.06,0.06,evaporation,
588,14,0.23,24.1500,34.57,87.92,0.04,3,0.57,1,0.24,0.52,0.52,0.52,theft,
589,14,0.24,23.8333,32.54,72.87,0.11,7,0.56,1,0.21,0.48,0.48,0.48,theft,
590,14,0.21,23.9667,36.25,90.35,0.43,8,1.57,1,0.00,1.35,1.35,1.35,missing_purchase,
591,14,0.00,23.9333,31.34,88.06,0.07,5,0.51,1,0.00,0.44,0.44,0.44,missing_purchase,
592,14,0.00,24.5000,35.95,85.24,0.13,2,0.66,1,0.00,0.53,0.53,0.53,missing_purchase,
593,14,0.00,23.5667,37.49,77.78,0.04,7,0.80,1,0.18,0.58,0.58,0.58,theft,
594,14,0.18,23.5833,30.83,81.69,0.29,4,1.40,1,1.29,-0.00,0.00,-0.00,normal,
595,14,1.29,23.8000,33.55,68.41,0.12,1,0.00,0,1.10,0.07,0.07,0.07,evaporation,
596,14,1.10,24.4167,37.32,88.33,0.24,9,0.00,0,0.04,0.82,0.82,0.82,theft,
597,14,0.04,24.0833,33.56,91.18,0.04,10,0.23,1,0.19,0.04,0.04,0.04,evaporation,
598,14,0.19,24.2833,35.09,80.23,0.40,5,1.19,1,0.00,0.98,0.98,0.98,missing_purchase,
599,14,0.00,24.4667,32.78,79.57,0.07,6,0.28,1,0.16,0.05,0.05,0.05,evaporation,
600,14,0.16,23.6500,32.43,65.00,0.30,3,0.64,1,0.07,0.43,0.43,0.43,theft,
601,14,0.07,24.0000,34.28,83.57,0.09,5,0.18,1,0.17,-0.01,0.01,-0.01,normal,
602,14,0.17,23.9500,36.38,81.12,0.46,4,1.65,1,0.00,1.36,1.36,1.36,missing_purchase,
603,14,0.00,23.9333,37.06,76.80,0.33,7,1.10,1,0.71,0.06,0.06,0.06,evaporation,
604,14,0.71,23.5833,33.38,71.47,0.95,5,1.60,1,0.00,1.36,1.36,1.36,missing_purchase,
605,14,0.00,23.8000,35.19,79.36,0.03,3,0.36,1,0.33,-0.00,0.00,-0.00,normal,
606,14,0.33,24.1667,33.64,77.22,0.08,6,0.00,0,0.26,-0.01,0.01,-0.01,normal,
607,14,0.26,23.5500,37.76,65.60,0.35,5,0.54,1,0.04,0.41,0.41,0.41,theft,
608,14,0.04,24.2500,33.51,65.22,0.03,7,0.12,1,0.13,0.00,0.00,0.00,normal,
609,14,0.13,24.3500,33.99,75.03,0.02,2,0.14,1,0.19,0.06,0.06,0.06,evaporation,
610,14,0.19,24.5000,29.17,56.66,0.06,3,0.00,0,0.06,0.07,0.07,0.07,evaporation,
611,14,0.06,24.3833,30.00,59.54,0.49,7,1.46,1,0.95,0.08,0.08,0.08,evaporation,
612,14,0.95,23.9667,29.98,74.86,0.11,4,1.13,1,1.97,0.00,0.00,0.00,normal,
613,14,1.97,24.2167,35.69,73.41,1.04,9,1.12,1,2.05,0.00,0.00,0.00,normal,
614,14,2.05,23.7667,31.85,57.47,0.07,4,0.00,0,1.90,0.08,0.08,0.08,evaporation,
615,14,1.90,23.7500,33.06,58.11,0.15,4,0.49,1,2.25,-0.01,0.01,-0.01,normal,
616,14,2.25,23.5333,32.65,67.27,0.17,2,0.00,0,2.01,0.07,0.07,0.07,evaporation,
617,14,2.01,24.0167,28.73,65.47,0.90,1,0.00,0,1.12,-0.01,0.01,-0.01,normal,
618,14,1.12,24.1833,29.23,63.41,0.36,6,0.48,1,0.76,0.48,0.48,0.48,missing_purchase,
619,14,0.76,24.0833,34.31,68.92,0.49,4,1.67,1,0.27,1.67,1.67,1.67,missing_purchase,
620,14,0.27,23.5167,33.51,58.95,0.33,8,0.53,1,0.00,0.47,0.47,0.47,missing_purchase,
621,14,0.00,24.2500,31.50,57.37,0.04,3,0.28,1,0.16,0.08,0.08,0.08,evaporation,
622,14,0.16,23.8333,33.86,56.88,0.11,9,0.11,1,0.08,0.08,0.08,0.08,evaporation,
623,14,0.08,24.0500,29.24,57.39,0.02,9,0.61,1,0.67,-0.00,0.00,-0.00,normal,
624,14,0.67,23.6833,35.06,65.49,0.19,6,0.00,0,0.48,0.00,0.00,0.00,normal,
625,14,0.48,24.2000,35.74,70.48,0.53,3,1.06,1,0.94,0.07,0.07,0.07,evaporation,
626,14,0.94,23.8333,31.28,58.05,0.06,3,1.02,1,1.91,-0.01,0.01,-0.01,normal,
627,14,1.91,23.5333,29.62,62.13,1.06,8,0.90,1,1.75,0.00,0.00,0.00,normal,
628,14,1.75,24.2333,32.72,51.23,0.19,2,0.00,0,1.14,0.42,0.42,0.42,theft,
629,14,1.14,24.4667,29.67,62.29,0.12,1,1.81,1,1.02,1.81,1.81,1.81,missing_purchase,
630,14,1.02,23.8833,32.46,73.46,0.20,6,0.00,0,0.09,0.73,0.73,0.73,theft,
631,14,0.09,23.5500,34.59,56.65,0.03,2,0.71,1,0.07,0.70,0.70,0.70,theft,
632,14,0.07,23.5667,35.56,74.01,0.18,9,0.47,1,0.00,0.36,0.36,0.36,missing_purchase,
633,14,0.00,23.9000,29.52,63.15,0.10,9,0.98,1,0.88,0.00,0.00,0.00,normal,
634,14,0.88,23.6000,34.13,64.41,0.28,7,0.00,0,0.03,0.57,0.57,0.57,theft,
635,14,0.03,23.6667,34.34,63.75,0.36,9,1.16,1,0.00,0.83,0.83,0.83,missing_purchase,
636,14,0.00,24.1333,31.54,58.81,0.23,6,1.49,1,1.18,0.08,0.08,0.08,evaporation,
637,14,1.18,24.1667,31.44,68.15,0.65,4,1.33,1,0.53,1.33,1.33,1.33,missing_purchase,
638,14,0.53,23.9000,34.13,73.15,0.41,7,1.45,1,1.51,0.06,0.06,0.06,evaporation,
639,14,1.51,23.5333,35.86,64.89,0.68,5,0.00,0,0.75,0.08,0.08,0.08,evaporation,
640,14,0.75,23.7333,17.79,42.87,0.32,5,0.00,0,0.42,0.01,0.01,0.01,normal,
641,14,0.42,24.0333,22.23,58.15,0.11,3,0.15,1,0.46,-0.00,0.00,-0.00,normal,
642,14,0.46,24.4333,22.57,40.82,0.11,7,1.68,1,0.35,1.68,1.68,1.68,missing_purchase,
643,14,0.35,24.1000,26.93,53.36,0.13,3,0.00,0,0.22,-0.00,0.00,-0.00,normal,
644,14,0.22,24.4500,23.96,49.41,0.33,10,0.58,1,0.03,0.44,0.44,0.44,theft,
645,14,0.03,23.5333,24.50,49.41,0.05,1,0.77,1,0.04,0.71,0.71,0.71,theft,
646,14,0.04,23.8500,19.52,55.43,0.16,2,0.76,1,0.04,0.60,0.60,0.60,theft,
647,14,0.04,23.7333,24.72,56.24,0.08,7,0.21,1,0.18,-0.01,0.01,-0.01,normal,
648,14,0.18,24.0500,15.54,48.50,0.07,9,0.62,1,0.11,0.62,0.62,0.62,theft,
649,14,0.11,23.6500,15.66,53.29,0.06,10,0.14,1,0.19,0.00,0.00,0.00,normal,
650,14,0.19,23.5833,17.89,42.24,0.15,3,0.61,1,0.17,0.48,0.48,0.48,theft,
651,14,0.17,24.0000,22.43,36.23,0.06,9,0.98,1,0.11,0.98,0.98,0.98,missing_purchase,
652,14,0.11,23.9500,25.06,38.26,0.07,9,0.69,1,0.27,0.46,0.46,0.46,theft,
653,14,0.27,23.9167,23.48,39.90,0.54,4,1.35,1,0.00,1.08,1.08,1.08,missing_purchase,
654,14,0.00,23.7500,15.93,54.42,0.07,7,1.39,1,1.27,0.05,0.05,0.05,evaporation,
655,14,1.27,23.8667,17.48,43.61,0.38,5,0.00,0,0.41,0.48,0.48,0.48,theft,
656,14,0.41,23.8667,23.01,59.75,0.04,1,0.00,0,0.31,0.06,0.06,0.06,evaporation,
657,14,0.31,23.7333,17.60,44.35,0.73,2,1.59,1,0.00,1.17,1.17,1.17,missing_purchase,
658,14,0.00,24.2833,15.71,58.72,0.10,5,0.25,1,0.16,-0.01,0.01,-0.01,normal,
659,14,0.16,24.2333,25.46,42.63,0.18,6,0.64,1,0.18,0.44,0.44,0.44,theft,
660,14,0.18,24.0667,17.75,48.66,0.05,10,0.00,0,0.13,0.00,0.00,0.00,normal,
661,14,0.13,23.6500,24.04,51.71,0.11,9,0.14,1,0.09,0.07,0.07,0.07,evaporation,
662,14,0.09,23.6667,15.78,40.02,0.21,8,1.48,1,0.00,1.36,1.36,1.36,missing_purchase,
663,14,0.00,24.1833,27.29,36.66,0.08,6,0.25,1,0.16,0.01,0.01,0.01,normal,
664,14,0.16,23.5167,18.80,57.09,0.12,9,0.11,1,0.09,0.06,0.06,0.06,evaporation,
665,14,0.09,23.6000,26.75,47.12,0.07,4,1.32,1,0.02,1.32,1.32,1.32,missing_purchase,
666,14,0.02,24.0333,27.57,49.02,0.26,1,0.78,1,0.11,0.43,0.43,0.43,theft,
667,14,0.11,24.0500,18.96,47.25,0.02,6,0.14,1,0.23,0.00,0.00,0.00,normal,
668,14,0.23,23.8167,18.07,59.46,0.08,5,0.00,0,0.14,0.01,0.01,0.01,normal,
669,14,0.14,24.4333,28.00,59.76,0.87,4,1.91,1,0.00,1.18,1.18,1.18,missing_purchase,
670,14,0.00,23.6500,19.44,44.82,0.18,9,0.53,1,0.00,0.35,0.35,0.35,missing_purchase,
671,14,0.00,24.2167,22.96,50.64,0.05,5,0.44,1,0.32,0.07,0.07,0.07,evaporation,
672,14,0.32,23.8500,20.84,38.29,0.46,4,1.41,1,0.00,1.27,1.27,1.27,missing_purchase,
673,14,0.00,24.4167,16.80,52.21,0.33,3,0.80,1,0.04,0.43,0.43,0.43,theft,
674,14,0.04,24.4667,27.69,38.63,0.10,6,0.21,1,0.16,-0.01,0.01,-0.01,normal,
675,14,0.16,24.0667,27.33,37.96,0.49,6,1.33,1,0.91,0.09,0.09,0.09,evaporation,
676,14,0.91,23.9333,27.50,42.58,0.34,5,0.00,0,0.58,-0.01,0.01,-0.01,normal,
677,14,0.58,23.7000,16.39,39.62,0.28,10,0.22,1,0.05,0.47,0.47,0.47,theft,
678,14,0.05,24.1333,22.37,40.77,0.19,8,1.06,1,0.85,0.07,0.07,0.07,evaporation,
679,14,0.85,24.4000,22.86,52.80,0.33,8,0.00,0,0.45,0.07,0.07,0.07,evaporation,
680,14,0.45,23.6667,17.51,35.81,0.02,5,0.00,0,0.42,0.01,0.01,0.01,normal,
681,14,0.42,23.7333,24.65,59.71,0.08,8,1.59,1,0.34,1.59,1.59,1.59,missing_purchase,
682,14,0.34,24.4167,23.02,52.20,0.14,7,0.00,0,0.20,0.00,0.00,0.00,normal,
683,14,0.20,23.5333,22.90,55.61,0.05,10,0.00,0,0.15,0.00,0.00,0.00,normal,
684,14,0.15,24.0500,23.34,52.60,0.09,1,0.25,1,0.30,0.01,0.01,0.01,normal,
685,14,0.30,23.7500,21.74,44.89,0.09,9,0.00,0,0.21,0.00,0.00,0.00,normal,
686,14,0.21,23.5500,17.47,45.99,0.07,5,0.00,0,0.14,-0.00,0.00,-0.00,normal,
687,14,0.14,23.9500,18.83,57.98,0.25,3,0.66,1,0.09,0.46,0.46,0.46,theft,
688,14,0.09,24.1833,20.87,53.07,0.55,9,1.19,1,0.67,0.06,0.06,0.06,evaporation,
689,14,0.67,23.9333,19.20,35.62,0.70,4,1.07,1,0.00,1.04,1.04,1.04,missing_purchase,
690,14,0.00,24.4333,20.91,41.25,0.26,3,0.80,1,0.05,0.49,0.49,0.49,theft,
691,14,0.05,23.6167,16.19,52.66,0.03,7,0.20,1,0.22,0.00,0.00,0.00,normal,
692,14,0.22,24.0333,22.96,39.00,0.05,3,1.24,1,0.17,1.24,1.24,1.24,missing_purchase,
693,14,0.17,24.4667,19.36,56.78,0.16,3,1.77,1,0.01,1.77,1.77,1.77,missing_purchase,
694,14,0.01,23.6833,25.00,36.28,0.12,8,0.79,1,0.20,0.48,0.48,0.48,theft,
695,14,0.20,23.6833,16.53,38.29,0.15,8,0.97,1,0.96,0.06,0.06,0.06,evaporation,
696,14,0.96,24.0167,22.07,35.14,0.38,4,0.00,0,0.14,0.44,0.44,0.44,theft,
697,14,0.14,24.2000,21.18,45.25,0.16,4,0.43,1,0.00,0.41,0.41,0.41,missing_purchase,
698,14,0.00,24.4333,22.12,50.49,0.21,4,0.80,1,0.18,0.41,0.41,0.41,theft,
699,14,0.18,23.6500,15.72,43.73,0.10,10,0.15,1,0.18,0.05,0.05,0.05,evaporation,
700,14,0.18,24.4667,16.14,37.72,0.03,5,0.00,0,0.09,0.06,0.06,0.06,evaporation,
701,14,0.09,24.2333,15.50,54.31,0.11,10,0.16,1,0.14,0.00,0.00,0.00,normal,
702,14,0.14,23.5333,6.40,47.48,0.19,2,0.93,1,0.00,0.88,0.88,0.88,missing_purchase,
703,14,0.00,24.3000,11.41,53.76,0.10,5,0.29,1,0.15,0.04,0.04,0.04,evaporation,
704,14,0.15,23.9333,12.87,57.40,0.09,9,1.34,1,0.06,1.34,1.34,1.34,missing_purchase,
705,14,0.06,23.5833,12.25,57.22,0.34,5,0.74,1,0.04,0.42,0.42,0.42,theft,
706,14,0.04,24.4000,9.75,53.13,0.06,3,0.23,1,0.17,0.04,0.04,0.04,evaporation,
707,14,0.17,24.0167,12.80,55.80,0.19,3,0.63,1,0.03,0.58,0.58,0.58,theft,
708,14,0.03,23.7333,15.63,64.48,0.02,1,0.77,1,0.21,0.57,0.57,0.57,theft,
709,14,0.21,24.3333,6.77,61.20,0.09,7,0.00,0,0.13,-0.01,0.01,-0.01,normal,
710,14,0.13,23.8667,13.41,55.94,0.08,2,0.38,1,0.43,0.00,0.00,0.00,normal,
711,14,0.43,24.0333,13.25,59.18,0.06,6,0.37,1,0.23,0.51,0.51,0.51,theft,
712,14,0.23,24.2667,13.53,64.00,0.30,4,0.57,1,0.07,0.43,0.43,0.43,theft,
713,14,0.07,23.8500,18.83,51.98,0.04,3,1.11,1,0.03,1.11,1.11,1.11,missing_purchase,
714,14,0.03,24.0000,7.33,51.52,0.10,8,0.22,1,0.14,0.01,0.01,0.01,normal,
715,14,0.14,23.9333,18.92,41.40,0.07,6,0.11,1,0.18,0.00,0.00,0.00,normal,
716,14,0.18,23.5167,8.12,57.14,0.29,6,0.62,1,0.10,0.41,0.41,0.41,theft,
717,14,0.10,23.6500,9.21,40.78,0.08,3,0.17,1,0.15,0.04,0.04,0.04,evaporation,
718,14,0.15,23.9000,7.81,42.92,0.05,6,0.12,1,0.19,0.03,0.03,0.03,evaporation,
719,14,0.19,23.7833,11.21,52.43,0.10,8,0.61,1,0.06,0.64,0.64,0.64,theft,
720,14,0.06,23.8167,8.24,47.56,0.20,4,0.49,1,0.00,0.35,0.35,0.35,missing_purchase,
721,14,0.00,24.4667,6.39,52.65,0.10,3,0.25,1,0.15,0.00,0.00,0.00,normal,
722,14,0.15,24.4833,12.25,61.85,0.16,2,0.83,1,0.00,0.82,0.82,0.82,missing_purchase,
723,14,0.00,24.3667,19.73,52.90,0.20,1,1.99,1,0.00,1.79,1.79,1.79,missing_purchase,
724,14,0.00,23.9833,10.81,61.62,0.03,10,0.54,1,0.50,0.01,0.01,0.01,normal,
725,14,0.50,23.8500,12.00,41.15,0.20,5,0.30,1,0.20,0.40,0.40,0.40,theft,
726,14,0.20,24.3000,9.68,62.30,0.11,5,0.85,1,0.09,0.85,0.85,0.85,missing_purchase,
727,14,0.09,24.0667,9.79,51.03,0.06,5,0.50,1,0.03,0.50,0.50,0.50,missing_purchase,
728,14,0.03,23.6167,5.23,55.57,0.04,6,0.22,1,0.21,0.00,0.00,0.00,normal,
729,14,0.21,23.7833,7.12,57.61,0.13,2,0.78,1,0.08,0.78,0.78,0.78,missing_purchase,
730,14,0.08,23.8167,14.20,48.47,0.03,8,0.20,1,0.20,0.05,0.05,0.05,evaporation,
731,14,0.20,23.5500,6.59,41.34,0.16,3,0.60,1,0.08,0.56,0.56,0.56,theft,
732,14,0.08,24.4500,13.89,60.90,0.45,5,1.49,1,0.00,1.12,1.12,1.12,missing_purchase,
733,14,0.00,23.8500,17.26,57.82,0.25,9,0.80,1,0.14,0.41,0.41,0.41,theft,
734,14,0.14,24.4833,16.34,51.64,0.25,8,0.52,1,0.00,0.41,0.41,0.41,missing_purchase,
735,14,0.00,23.6000,11.83,57.11,0.06,4,0.25,1,0.18,0.01,0.01,0.01,normal,
736,14,0.18,23.6500,17.92,55.42,0.33,7,0.62,1,0.06,0.41,0.41,0.41,theft,
737,14,0.06,24.4667,14.98,59.72,0.06,1,0.19,1,0.20,-0.01,0.01,-0.01,normal,
738,14,0.20,23.6167,10.27,51.53,0.08,6,0.60,1,0.13,0.59,0.59,0.59,theft,
739,14,0.13,23.6333,12.62,50.14,0.10,9,1.51,1,0.03,1.51,1.51,1.51,missing_purchase,
740,14,0.03,24.1833,6.06,47.55,0.30,4,1.08,1,0.00,0.81,0.81,0.81,missing_purchase,
741,14,0.00,24.1500,8.66,43.98,0.18,2,0.80,1,0.15,0.47,0.47,0.47,theft,
742,14,0.15,24.3667,15.41,50.78,0.05,6,0.00,0,0.10,-0.00,0.00,-0.00,normal,
743,14,0.10,23.7500,7.60,56.74,0.09,8,0.17,1,0.15,0.03,0.03,0.03,evaporation,
744,14,0.15,24.1333,11.94,53.88,0.03,7,0.00,0,0.13,-0.01,0.01,-0.01,normal,
745,14,0.13,23.6000,15.28,54.91,0.30,6,0.67,1,0.06,0.44,0.44,0.44,theft,
746,14,0.06,24.2000,5.92,45.44,0.17,1,0.54,1,0.00,0.43,0.43,0.43,missing_purchase,
747,14,0.00,24.3000,7.20,43.73,0.20,7,0.80,1,0.08,0.52,0.52,0.52,theft,
748,14,0.08,23.9667,7.93,57.04,0.24,5,0.84,1,0.00,0.68,0.68,0.68,missing_purchase,
749,14,0.00,24.4667,19.15,50.87,0.05,2,0.25,1,0.20,0.00,0.00,0.00,normal,
750,14,0.20,24.1500,19.80,50.10,0.13,9,0.51,1,0.57,0.01,0.01,0.01,normal,
751,14,0.57,23.5000,15.55,60.52,0.23,1,0.00,0,0.30,0.04,0.04,0.04,evaporation,
752,14,0.30,24.2333,13.85,55.63,0.34,7,1.51,1,0.00,1.47,1.47,1.47,missing_purchase,
753,14,0.00,24.0667,8.17,44.34,0.14,6,0.54,1,0.00,0.40,0.40,0.40,missing_purchase,
754,14,0.00,24.3833,11.26,47.21,0.12,1,1.78,1,0.00,1.66,1.66,1.66,missing_purchase,
755,14,0.00,23.5667,14.73,43.60,0.09,3,0.28,1,0.14,0.05,0.05,0.05,evaporation,
756,14,0.14,24.1833,17.09,61.50,0.09,7,0.13,1,0.13,0.05,0.05,0.05,evaporation,
757,14,0.13,23.9833,12.64,53.80,0.20,3,1.07,1,0.00,1.00,1.00,1.00,missing_purchase,
758,14,0.00,23.9500,14.07,54.45,0.31,4,0.80,1,0.03,0.46,0.46,0.46,theft,
759,14,0.03,23.7833,11.16,53.65,0.11,10,0.22,1,0.14,0.00,0.00,0.00,normal,
760,14,0.14,23.8833,6.70,52.04,0.03,9,0.13,1,0.21,0.03,0.03,0.03,evaporation,
761,14,0.21,24.3000,16.68,51.62,0.05,10,0.59,1,0.32,0.43,0.43,0.43,theft,
